Inlet Pressure (bar),Outlet Pressure (bar),Cold Mass Fraction,Nozzle Diameter (mm),Tube Diameter (mm),Tube Length (mm),L/D Ratio,Reynolds Number,Pressure Ratio,Mach Number,Swirl Number,Turbulence Intensity (%),Shock Angle (deg),Shock Location (mm),Maximum Mach,Minimum Pressure (bar),Shock Length (mm),Number of Shocks,Maximum Temperature (K),Cold Exit Temperature (K),Hot Exit Temperature (K),Pressure Drop (bar),Entropy Generation,Shock Intensity,Vorticity (1/s),Helicity(m/s2),Q-Criterion(1/s2),Turbulent Kinetic Energy(m2/s2),Eddy Dissipation Rate(m2/s3),Circulation(m2/s),Swirl Velocity (m/s),Axial Velocity (m/s),Tangential Velocity (m/s),Radial Pressure Gradient (kPa/m),Vortex Core Radius (mm)
7.458,1.444,0.264,2.513,10.383,516.187,49.716,64797,5.164,0.976,0.665,8.588,29.065,199.739,1.26,1.383,25.098,3,398.108,204.857,423.511,6.138,2.542,2.611,811.746,217.936,33135.982,7.4,21.287,2.846,106.075,139.148,169.526,98.848,2.377
6.015,1.676,0.495,2.508,14.322,398.638,27.835,41545,3.59,0.862,0.758,1.884,33.816,121.182,1.012,1.584,23.913,2,382.055,228.981,385.831,4.331,1.671,1.987,799.67,254.235,34403.838,4.698,16.593,3.263,102.406,126.751,152.953,91.412,2.62
6.976,1.509,0.661,1.977,14.446,334.379,23.146,157407,4.623,0.986,0.511,3.602,31.133,161.05,1.15,1.431,24.494,3,379.71,214.608,398.722,5.84,2.394,2.469,1083.999,304.774,36860.133,7.841,27.095,5.271,107.579,132.988,168.799,92.508,2.406
7.274,1.861,0.333,2.554,13.278,495.943,37.351,246368,3.908,0.855,1.167,2.761,30.497,167.619,0.888,1.743,29.843,2,376.869,230.776,402.37,5.772,2.58,2.207,1429.412,714.455,44828.812,11.688,39.967,6.536,131.726,130.199,202.707,99.084,2.372
5.431,1.866,0.362,2.111,17.263,647.668,37.518,121873,2.91,0.733,1.149,10.981,26.874,214.138,0.877,1.705,30.46,1,359.509,239.778,371.622,3.904,1.839,1.794,1085.194,569.682,39530.453,9.089,28.495,6.812,111.78,121.498,172.84,88.021,2.905
5.105,1.01,0.346,1.492,14.2,116.137,8.179,76649,5.055,1.041,0.541,2.985,31.858,88.051,1.265,0.901,24.403,3,403.546,203.621,414.894,4.315,2.356,2.579,847.559,243.644,32979.577,5.452,18.999,4.358,103.226,141.432,162.739,96.304,2.564
4.583,1.778,0.795,2.034,15.316,778.58,50.833,144739,2.577,0.714,0.49,1.445,29.339,208.977,0.91,1.733,34.32,1,348.715,246.77,365.863,3.009,1.549,1.523,1027.696,232.082,35925.559,6.716,24.267,6.387,110.549,124.374,160.813,80.34,2.989
3.902,1.461,0.318,1.974,16.685,666.917,39.971,172735,2.671,0.707,0.392,7.464,26.653,205.566,0.653,1.353,35.072,1,352.964,247.781,366.799,2.779,1.683,1.645,1059.356,220.008,37557.83,8.764,27.128,5.697,105.202,126.81,154.512,83.137,3.131
4.608,1.989,0.545,2.612,8.3,625.808,75.396,99339,2.317,0.703,1.394,4.808,29.906,177.98,0.79,1.899,31.293,1,353.748,255.515,372.401,2.749,1.462,1.446,1096.328,635.963,39705.939,8.703,27.346,3.461,117.826,122.007,182.38,84.077,1.431
6.643,1.483,0.755,2.96,14.848,632.271,42.584,187249,4.479,0.986,0.58,5.463,31.047,211.077,1.174,1.33,38.143,2,388.83,218.857,397.414,5.581,2.543,2.215,1145.507,301.604,37950.027,9.251,30.435,6.27,119.572,133.636,184.447,95.04,2.518
5.612,1.987,0.288,1.704,18.61,372.342,20.007,244525,2.824,0.763,0.713,2.31,32.493,92.918,0.784,1.898,27.535,1,357.916,245.715,371.874,4.258,2.044,1.702,1316.193,365.427,41102.865,10.11,34.886,8.713,120.923,125.656,181.717,84.271,3.393
7.355,1.755,0.783,2.479,8.209,626.134,76.277,227331,4.192,0.89,0.637,9.231,28.442,217.334,1.127,1.674,31.344,2,382.834,223.014,398.832,6.15,2.556,2.137,1316.621,385.627,41663.809,11.565,35.33,3.634,120.903,129.995,195.421,91.076,1.564
4.66,1.249,0.768,1.019,12.862,370.739,28.824,94148,3.732,0.827,0.796,7.617,29.829,120.792,0.96,1.141,26.464,2,380.295,222.264,395.622,3.545,1.995,1.918,912.198,314.245,35580.538,8.665,24.592,3.765,110.703,131.226,166.956,91.401,2.041
5.643,1.538,0.731,2.509,19.115,729.095,38.143,101879,3.668,0.879,1.157,5.006,35.598,211.299,0.901,1.496,32.961,2,379.35,229.501,400.48,4.317,2.049,2.15,1027.493,584.757,37676.435,7.74,25.197,6.854,110.79,130.97,169.596,92.155,3.202
5.788,1.992,0.329,1.617,12.238,224.056,18.308,111739,2.905,0.771,1.345,2.887,33.618,67.698,0.814,1.862,19.872,1,362.803,243.29,374.819,4.141,1.704,1.718,1120.658,661.373,37191.761,8.6,26.582,3.906,113.754,124.34,180.919,89.888,2.105
5.55,1.858,0.58,0.887,13.505,304.643,22.558,116801,2.988,0.79,0.519,7.528,29.91,103.913,0.771,1.756,18.864,1,360.222,243.006,372.028,3.968,1.757,1.815,928.013,250.454,35498.993,8.109,24.815,3.924,99.103,126.744,150.909,83.001,2.149
6.216,1.097,0.657,1.599,19.778,485.936,24.569,52070,5.664,1.105,1.124,9.565,34.452,168.096,1.281,0.97,26.142,4,422.869,187.52,441.429,5.303,2.721,2.97,898.135,478.856,36970.063,7.734,24.754,5.73,111.994,139.618,170.12,106.118,3.164
3.425,1.706,0.792,2.143,10.392,323.448,31.125,197631,2.007,0.633,0.723,4.436,28.553,82.493,0.69,1.604,28.802,1,345.616,253.686,351.478,2.166,1.516,1.26,1196.494,383.589,38073.474,9.636,32.532,4.604,111.291,124.236,174.058,78.028,1.643
5.074,1.346,0.308,1.062,8.783,396.966,45.197,110374,3.771,0.841,1.477,1.284,32.923,152.603,1.023,1.176,21.676,2,383.252,231.082,407.664,3.955,1.99,2.109,1091.251,731.017,38937.797,8.382,27.985,3.667,121.596,127.62,185.502,97.789,1.613
2.625,1.007,0.66,2.833,18.313,444.696,24.283,223560,2.607,0.759,0.659,3.358,28.019,107.06,0.812,0.887,24.185,1,348.033,245.904,363.656,2.06,1.896,1.579,1288.81,383.933,42823.756,9.373,35.545,7.725,121.866,122.327,190.471,80.248,3.297
4.307,1.403,0.403,0.971,18.422,699.447,37.969,233926,3.069,0.792,0.309,8.506,26.577,202.39,0.794,1.351,32.373,1,361.223,240.565,370.017,3.275,1.96,1.557,1223.925,198.257,39354.999,9.884,35.174,7.238,111.144,135.958,174.325,82.337,3.218
4.926,1.235,0.305,2.846,13.665,466.235,34.119,35374,3.989,0.909,0.919,11.88,34.153,148.016,1.056,1.116,27.111,2,384.487,231.256,394.5,3.701,1.957,2.001,789.5,395.426,34070.027,6.607,20.996,3.044,99.407,128.436,155.597,91.621,2.245
5.913,1.819,0.453,2.356,14.17,353.722,24.962,247470,3.251,0.847,0.481,1.147,29.961,108.639,0.977,1.783,25.38,1,364.58,238.27,377.911,4.517,2.048,1.693,1265.178,289.962,39880.565,9.508,33.111,6.764,120.521,129.78,191.523,83.461,2.61
7.703,1.337,0.676,1.525,18.03,273.415,15.165,186205,5.76,1.127,0.353,4.368,33.562,163.138,1.188,1.22,21.935,4,407.672,193.612,418.891,6.71,3.024,2.959,1089.411,187.933,38887.123,8.392,27.987,7.332,112.369,142.592,172.628,100.519,3.298
5.604,1.828,0.479,1.66,16.863,386.073,22.895,144486,3.066,0.794,1.138,1.682,32.379,94.39,0.865,1.74,26.163,1,377.904,238.696,380.125,4.073,1.89,1.76,1120.64,545.668,38361.108,8.246,28.453,6.939,110.256,116.505,168.881,90.636,3.25
6.462,1.001,0.523,2.43,11.182,461.015,41.229,115696,6.458,1.12,1.179,4.48,37.041,213.161,1.365,0.879,31.434,5,431.447,175.558,461.29,5.684,3.103,3.142,1105.034,584.194,40643.457,8.513,27.089,5.076,123.141,135.582,190.526,113.165,1.475
5.038,1.308,0.797,2.123,8.203,622.28,75.863,144073,3.852,0.927,0.853,5.465,32.027,193.115,1.111,1.186,35.065,2,382.823,224.047,389.389,4.035,2.296,2.144,1101.402,429.891,39089.49,8.159,27.6,4.051,115.421,129.883,167.584,92.928,1.102
5.805,1.241,0.439,2.278,13.756,184.734,13.429,101417,4.677,0.991,1.112,11.129,33.375,88.464,1.178,1.091,19.779,3,395.572,207.831,409.763,4.819,2.544,2.709,1050.355,526.829,36137.755,9.778,29.733,4.56,112.939,136.481,175.91,99.025,2.63
2.426,1.234,0.569,1.656,18.307,255.126,13.936,166991,1.966,0.625,0.946,1.886,27.656,48.592,0.662,1.094,22.713,1,344.326,257.956,359.075,1.493,1.439,1.383,1177.837,450.256,39665.516,8.594,30.549,7.35,113.305,122.275,174.304,79.141,3.362
3.526,1.068,0.419,1.873,18.75,365.758,19.507,50455,3.301,0.823,1.056,9.548,29.265,129.096,0.86,0.977,20.996,2,372.508,237.938,390.303,2.618,1.817,1.857,885.457,364.828,34192.662,8.11,23.352,6.201,107.029,122.256,167.425,93.959,3.53
4.171,1.187,0.436,2.978,19.475,352.279,18.089,166646,3.514,0.836,1.016,5.351,29.857,115.157,0.925,1.116,21.987,2,372.876,232.935,384.07,3.408,2.075,1.933,1221.083,526.14,42327.413,9.555,30.5,6.943,118.189,123.759,179.607,93.067,3.297
4.835,1.556,0.617,1.271,18.555,374.224,20.169,90575,3.108,0.824,1.099,9.924,31.555,111.764,0.964,1.398,21.131,1,366.736,240.117,388.499,3.494,1.782,1.799,1018.744,500.54,37870.912,8.6,27.333,6.491,110.713,116.095,176.986,89.951,3.229
2.274,1.151,0.763,1.719,14.961,655.465,43.813,33879,1.975,0.631,0.54,6.647,24.528,171.636,0.625,1.068,30.775,1,342.798,260.149,351.654,1.147,1.079,1.157,720.611,186.976,30160.058,5.244,16.666,4.255,91.805,134.338,141.467,76.2,2.421
2.84,1.417,0.525,1.442,13.335,326.908,24.515,151595,2.004,0.658,0.622,1.432,25.616,82.918,0.672,1.32,20.225,1,340.241,256.141,355.747,1.802,1.318,1.317,1055.597,310.342,38509.806,8.064,27.308,4.753,104.83,114.732,165.828,74.883,1.915
3.661,1.377,0.661,2.483,17.298,451.329,26.091,157258,2.659,0.759,0.828,11.408,32.501,98.595,0.674,1.3,21.756,1,357.021,244.027,365.263,2.637,1.742,1.584,1132.413,429.417,36456.11,11.15,31.059,7.222,111.797,123.976,171.255,84.11,3.117
7.829,1.876,0.254,2.481,16.878,536.735,31.801,123845,4.174,0.949,0.835,1.91,33.179,170.716,1.07,1.757,28.057,2,383.798,216.312,407.799,6.25,2.123,2.186,1029.28,381.853,39689.573,6.802,25.675,5.08,110.722,134.756,173.487,93.336,3.296
3.988,1.905,0.327,1.443,14.458,262.525,18.158,45902,2.093,0.666,1.229,7.575,30,83.463,0.51,1.843,16.039,1,353.838,258.598,359.729,2.297,1.226,1.313,884.484,454.438,37450.663,8.049,23.552,4.618,103.34,126.001,153.956,83.244,2.532
4.892,1.493,0.501,0.979,9.048,603.087,66.655,226535,3.277,0.844,0.741,10.654,35.629,161.155,0.877,1.384,34.433,1,363.947,239.216,379.734,3.909,2.263,2.055,1332.33,457.126,41891.522,11.216,38.524,3.989,121.466,136.595,179.487,86.581,1.463
3.177,1.33,0.212,0.825,19.113,482.978,25.27,164514,2.388,0.688,0.495,1.877,24.934,115.172,0.715,1.218,25.152,1,339.937,259.791,360.408,2.301,1.519,1.465,1049.655,247.944,37521.825,7.259,26.818,6.909,108.356,126.269,167.124,76.454,3.202
5.665,1.107,0.352,1.74,13.467,412.747,30.648,55456,5.118,0.979,0.602,7.093,34.104,157.507,1.222,0.99,29.19,3,396.9,205.633,418.25,4.657,2.31,2.516,783.781,205.02,33144.483,6.335,19.463,3.22,104.292,136.559,161.572,98.33,2.629
3.684,1.953,0.51,1.703,12.36,666.849,53.952,142404,1.886,0.639,0.558,10.067,27.678,161.869,0.553,1.869,29.752,1,341.114,266.088,342.101,1.981,1.423,1.305,1002.531,272.808,32596.622,9.165,31.086,5.137,102.514,123.491,158.512,75.727,2.224
3.242,1.06,0.209,2.974,15.555,270.447,17.387,139395,3.058,0.787,1.178,11.85,33.723,88.842,0.878,0.966,18.323,1,370.677,244.439,381.934,2.552,2.024,1.741,1135.686,613.35,39718.125,10.546,32.069,6.217,120.044,117.955,184.911,89.995,2.789
5.099,1.298,0.359,1.834,16.086,718.223,44.649,43288,3.93,0.859,0.864,8.968,31.981,204.592,1.089,1.183,36.917,2,376.608,226.717,395.554,3.81,1.907,2.121,803.616,341.549,31640.156,7.26,21.836,4.597,105.335,124.668,161.662,87.178,2.581
2.033,1.298,0.508,1.364,10.528,492.734,46.801,163509,1.566,0.542,1.15,4.062,25.355,116.578,0.465,1.222,26.75,1,341.864,265.907,345.189,1.213,1.399,1.115,1198.24,621.994,38647.256,10.131,31.464,5.446,119.674,110.176,188.197,78.031,1.677
2.046,0.568,0.544,2.761,18.043,526.422,29.176,207831,3.604,0.825,0.799,8.695,31.291,164.132,0.795,0.446,34.122,2,377.405,223.624,393.841,1.998,2.335,1.997,1262.822,434.139,40844.731,11.199,35.757,7.512,117.738,129.624,189.629,87.657,3.371
3.314,1.164,0.755,1.88,11.479,712.541,62.072,194781,2.847,0.778,1.368,8.763,33.482,212.421,0.851,1.038,31.527,1,367.923,246.385,388.61,2.547,1.966,1.712,1361.199,830.445,44263.993,11.63,38.018,5.539,126.404,121.039,206.276,92.08,1.92
2.22,1.233,0.587,2.118,10.24,672.308,65.654,74653,1.801,0.617,1.48,8.7,26.937,193.014,0.51,1.101,29.939,1,344.057,262.725,353.707,1.233,1.22,1.339,1065.438,680.013,40745.935,9.103,26.432,3.478,117.556,115.907,186.59,83.91,1.669
2.648,1.122,0.449,1.01,12.877,521.093,40.468,219704,2.359,0.671,1.104,10.397,34.352,138.885,0.626,0.999,30.725,1,350.77,258.109,365.937,2.018,1.876,1.354,1340.886,696.231,42115.492,12.69,37.733,5.678,123.722,123.98,182.619,83.758,2.787
4.033,1.635,0.758,1.642,16.767,627.231,37.409,105359,2.467,0.731,1.337,1.961,32.744,199.144,0.832,1.561,33.641,1,359.51,246.681,368.717,2.506,1.483,1.586,1081.62,655.129,38824.651,8.827,25.107,6.501,115.387,122.236,183.053,89.987,2.992
6.816,1.124,0.671,2.877,19.585,403.324,20.593,238231,6.064,1.084,0.91,2.193,35.989,174.321,1.471,0.979,26.879,4,424.757,192.759,453.486,6.103,3.161,3.152,1345.421,562.621,45226.341,10.004,35.439,9.082,126.506,137.891,200.237,106.804,3.464
5.432,1.071,0.32,2.097,17.711,483.164,27.28,45784,5.074,1.043,1.422,8.047,33.876,192.655,1.143,0.92,38.258,3,405.611,205.355,430.662,4.476,2.421,2.844,927.694,633.303,37415.614,8.39,24.519,6.74,115.924,137.175,179.279,107.985,3.118
5.076,1.909,0.279,1.558,19.284,143.449,7.439,136965,2.658,0.733,1.298,11.493,33.367,77.802,0.712,1.83,17.676,1,360.169,247.844,377.767,3.453,1.775,1.621,1160.092,645.383,39956.474,11.291,32.599,8.721,111.21,118.427,176.085,87.948,3.297
3.761,1.19,0.605,2.176,9.687,162.901,16.816,161367,3.16,0.818,1.49,6.124,35.961,66.219,0.851,1.088,15.538,1,366.305,237.631,392.131,2.998,2.113,1.825,1288.038,848.541,44867.8,10.348,32.783,4.286,123.578,115.139,192.987,94.06,1.685
7.591,1.821,0.536,2.803,8.854,680.598,76.868,84483,4.168,0.908,1.048,11.566,33.591,200.096,0.99,1.756,29.638,2,384.04,221.204,404.784,5.962,2.231,2.108,981.344,519.492,37607.183,9.483,28.013,2.271,106.95,126.53,165.714,94.42,1.95
4.382,1.545,0.674,1.403,14.692,141.77,9.649,199703,2.837,0.746,1.235,11.319,31.878,53.319,0.95,1.45,17.705,1,360.555,243.334,376.489,3.135,2.012,1.787,1338.004,740.502,43705.384,13.216,36.938,6.735,129.917,121.684,202.384,88.637,2.69
2.523,1.078,0.643,1.911,11.484,218.579,19.034,167917,2.34,0.712,0.951,10.932,28.562,54.452,0.689,0.965,24.868,1,351.749,251.182,368.981,1.737,1.696,1.511,1197.349,507.171,41208.284,11.047,34.22,5.336,116.516,125.488,178.383,83.815,1.719
5.702,1.955,0.575,2.909,17.937,657.083,36.634,33984,2.916,0.733,0.611,11.008,28.804,182.14,0.755,1.934,30.799,1,352.549,237.498,374.598,3.874,1.528,1.674,757.642,213.309,29994.757,6.825,18.927,4.313,93.263,129.991,137.198,80.814,3.123
2.683,1.247,0.792,1.179,16.064,100.802,6.275,163841,2.152,0.691,0.726,10.882,28.176,58.646,0.83,1.18,21.984,1,344.672,252.523,352.661,1.618,1.584,1.503,1105.028,336.802,37158.098,9.804,33.214,7.015,110.409,120.679,163.624,77.339,2.891
4.071,1.86,0.52,2.383,19.649,297.683,15.15,138125,2.189,0.676,1.373,10.019,32.744,61.759,0.733,1.746,23.448,1,349.1,259.655,361.742,2.375,1.576,1.499,1163.268,687.126,43164.508,10.693,32.651,8.29,115.249,114.438,182.304,91.179,3.194
5.044,1.169,0.268,2.152,11.058,508.827,46.016,73126,4.316,0.929,0.367,8.645,28.911,180.303,1.143,1.082,31.685,2,385.119,217.532,397.797,3.992,2.092,2.245,804.335,136.055,28846.77,6.189,18.914,2.527,100.595,140.377,151.819,90.13,1.886
7.245,1.854,0.697,2.295,13.829,516.815,37.371,249064,3.908,0.901,1.01,1.268,33.98,155.989,0.94,1.747,29.686,2,377.006,218.928,402.732,5.964,2.475,2.068,1442.267,637.453,44333.41,10.476,37.006,6.651,127.821,130.226,192.005,95.151,2.267
4.961,1.013,0.351,1.573,14.015,644.007,45.952,227375,4.897,0.958,0.747,2.455,30.808,215.417,1.085,0.9,33.071,3,393.317,205.888,422.581,4.385,2.698,2.649,1311.196,442.146,40858.068,9.795,33.21,6.172,124.008,134.183,186.014,96.987,2.421
6.214,1.512,0.666,1.491,10.87,454.148,41.78,94351,4.11,0.914,0.764,2.477,31.494,168.958,0.953,1.367,29.266,2,382.75,220.421,408.197,4.927,2.002,2.202,933.507,356.25,35489.54,6.737,23.001,3.149,104.068,132.353,159.401,95.023,1.948
7.957,1.769,0.774,2.305,15.081,456.581,30.275,149035,4.497,1.001,1.361,1.259,36.685,168.402,1.21,1.684,25.717,2,392.743,210.585,412.434,6.486,2.382,2.454,1216.776,720.586,43224.371,8.864,30.478,5.85,124.218,129.716,198.601,105.226,2.813
2.789,1.3,0.618,1.274,13.319,607.717,45.626,99630,2.146,0.642,1.325,2.284,29.592,158.026,0.748,1.195,28.093,1,361.312,255.588,363.668,1.677,1.295,1.455,1058.036,596.159,39933.757,7.966,25.313,4.645,110.743,117.758,171.071,84.707,2.127
3.648,1.909,0.558,1.723,13.361,449.037,33.609,200609,1.911,0.636,1.019,11.117,31.006,105.951,0.583,1.823,26.818,1,348.305,258.747,352.663,2.088,1.614,1.457,1287.755,595.36,41229.456,11.935,36.167,5.831,119.295,118.092,179.182,82.737,2.357
4.367,1.82,0.476,1.214,12.353,525.944,42.577,234672,2.4,0.693,0.628,8.302,29.928,149.817,0.687,1.801,33.742,1,349.547,256.016,359.605,3.084,1.909,1.609,1273.327,377.246,39595.393,10.215,35.524,6.155,120.89,123.601,193.306,82.011,2.139
4.531,1.888,0.419,0.818,8.203,728.442,88.8,108942,2.4,0.708,0.871,4.433,29.433,228.239,0.705,1.776,28.42,1,353.371,254.93,366.958,2.76,1.509,1.414,973.002,374.443,34102.794,8.055,24.437,3.013,107.553,132.931,168.013,78.106,1.406
4.466,1.199,0.412,2.934,14.265,381.016,26.71,207228,3.724,0.843,0.79,9.727,33.597,116.776,0.82,1.12,18.809,2,365.513,236.324,391.228,3.663,2.366,2.13,1266.589,464.749,41336.712,11.181,37.131,6.573,120.322,136.182,185.114,92.268,2.38
7.446,1.284,0.582,1.75,12.023,369.588,30.74,139649,5.798,1.08,0.724,6.372,34.017,194.046,1.248,1.145,24.77,3,416.534,189.837,441.511,6.532,2.931,2.943,1048.235,350.159,40356.404,8.595,27.638,4.586,112.948,140.324,177.012,102.75,2.133
6.284,1.289,0.651,2.933,8.016,102.484,12.785,117247,4.875,1.041,0.423,2.563,34.394,82.484,1.271,1.198,21.82,3,394.038,206.183,410.273,5.169,2.358,2.591,936.93,197.706,34513.69,6.816,23.193,2.231,109.079,137.584,169.119,96.859,1.529
5.647,1.377,0.607,1.109,11.695,529.398,45.266,236452,4.101,0.884,0.952,10.73,35.996,197.5,0.936,1.274,28.923,2,383.044,224.874,404.611,4.619,2.521,2.247,1376.426,619.968,43666.493,12.826,38.339,6.208,123.658,131.153,188.801,93.527,1.798
3.856,1.393,0.319,2.092,11.344,120.84,10.653,142289,2.768,0.759,0.662,4.725,29.272,50.252,0.811,1.33,14.548,1,358.703,248.803,367.064,2.578,1.691,1.668,1039.632,312.259,36887.829,8.295,24.985,3.91,107.686,121.771,164.727,83.534,2.368
6.943,1.545,0.496,1.242,12.721,452.904,35.602,132830,4.495,0.961,1.093,8.687,35.197,181.043,1.002,1.46,27.405,2,394.591,212.295,404.656,5.717,2.473,2.549,1107.201,531.756,38997.809,9.876,29.476,4.762,117.712,134.08,177.506,96.061,2.445
7.73,1.16,0.675,2.538,9.582,662.964,69.187,177935,6.665,1.169,0.683,4.197,33.489,244.953,1.43,1.022,28.052,5,425.131,176.303,450.736,6.985,3.311,3.134,1203.325,386.581,42444.138,8.875,30.658,4.225,114.691,138.653,175.892,112.081,1.389
6.927,1.691,0.485,2.524,14.092,484.945,34.412,87471,4.096,0.921,0.817,6.501,30.258,154.104,0.998,1.627,29.695,2,383.421,223.58,400.415,5.383,2.043,2.254,937.987,305.125,37073.363,7.228,23.413,5.876,106.644,131.159,169.019,93.627,2.801
2.009,0.771,0.522,1.048,16.309,288.745,17.704,101454,2.605,0.727,0.363,9.979,27.779,97.226,0.664,0.743,21.197,1,354.72,243.546,369.359,1.339,1.476,1.392,847.199,150.334,33732.099,7.054,24.688,4.553,97.513,129.285,154.756,80.174,3.228
5.818,1.31,0.663,2.807,15.562,650.318,41.788,235050,4.44,0.902,1.491,2.725,32.068,217.214,1.108,1.171,31.622,2,396.659,212.816,413.745,4.967,2.71,2.417,1496.936,975.394,48966.13,12.158,40.591,7.339,136.216,124.429,210.431,102.543,2.656
2.307,1.233,0.597,1.228,17.645,288.802,16.367,179276,1.87,0.64,0.909,11.75,27.442,70.097,0.7,1.146,23.062,1,341.748,262.13,351.382,1.526,1.575,1.266,1227.031,540.461,39521.554,11.297,33.92,7.723,115.913,125.143,179.006,79.429,3.19
3.546,1.796,0.446,2.149,13.424,613.122,45.673,211860,1.974,0.653,0.329,1.772,28.334,122.119,0.574,1.716,30.557,1,340.004,265.247,349.329,2.071,1.551,1.126,1156.57,185.016,36724.566,8.366,30.674,5.776,107.166,133.333,161.974,75.803,2.425
2.357,0.996,0.737,2.968,14.229,527.181,37.049,89644,2.368,0.67,0.949,6.874,28.809,137.44,0.674,0.895,26.235,1,357.643,253.577,361.086,1.626,1.393,1.422,980.749,425.497,35277.478,7.39,26.246,4.667,101.013,125.928,158.154,82.916,2.257
5.623,1.646,0.298,2.741,17.725,218.997,12.355,149633,3.417,0.825,1.344,11.076,34.694,64.498,0.911,1.49,23.874,2,378.086,234.422,389.372,4.141,2.129,1.903,1191.27,710.183,41871.364,10.277,35.551,7.093,122.6,124.247,184.497,95.911,3.356
6.12,1.156,0.797,2.904,13.132,733.594,55.861,243707,5.295,1.063,1.227,11.403,36.269,258.486,1.11,1.045,36.985,3,402.924,196.191,431.498,5.36,3.168,2.771,1449.12,840.764,45961.32,13.491,40.833,6.025,131.414,127.824,207.018,108.187,1.951
2.687,1.547,0.271,1.554,16.419,240.451,14.644,100114,1.737,0.622,1.141,3.553,33.725,54.704,0.494,1.39,15.174,1,345.02,268.96,350.157,1.349,1.158,1.289,975.844,514.501,37124.807,7.204,23.601,5.776,109.734,119.675,171.763,77.747,2.979
4.303,1.087,0.209,1.032,13.215,792.711,59.985,65304,3.957,0.936,0.467,2.584,32.145,232.977,1.153,0.973,34.869,2,377.716,219.823,385.53,3.422,1.916,2.193,831.319,159.649,33238.241,5.297,17.396,4.817,95.23,134.018,146.546,87.265,2.678
4.737,1.377,0.734,1.214,13.013,105.117,8.078,142394,3.439,0.868,1.089,8.968,35,85.117,0.867,1.263,14.859,2,377.46,229.794,386.139,3.763,2.13,1.946,1106.385,567.276,37638.629,10.836,30.976,5.895,112.667,130.62,176.376,94.424,1.972
4.214,1.414,0.347,1.901,17.122,284.438,16.612,115320,2.981,0.75,1.22,1.462,32.688,106.84,0.908,1.344,18.309,1,365.993,247.786,382.686,3.111,1.652,1.895,1089.712,560.809,40562.167,8.186,27.197,6.681,115.878,120.179,178.246,86.41,2.987
2.726,1.04,0.638,2.545,10.098,239.902,23.757,65106,2.622,0.759,0.987,6.338,31.676,90.569,0.687,0.923,22.638,1,355.584,248.596,372.106,1.941,1.435,1.673,929.701,395.579,34881.689,7.115,21.665,3.078,106.784,121.318,166.27,87.431,2.016
4.514,1.274,0.687,1.13,12.063,109.795,9.102,225481,3.543,0.879,1.371,9.76,36.364,89.621,1.022,1.162,17.003,2,372.014,228.458,399.746,3.705,2.471,2.217,1455.201,836.391,47467.529,12.594,41.329,6.335,135.6,126.596,211.039,95.079,2.211
6.507,1.956,0.715,2.251,10.69,612.658,57.311,247959,3.327,0.811,0.632,7.163,31.596,197.686,0.863,1.863,30.131,2,363.437,230.779,385.812,4.998,2.274,1.704,1339.582,429.731,41182.075,10.925,36.251,4.85,119.526,132.945,189.931,89.99,2.072
2.426,1.53,0.795,1.512,12.309,585.398,47.557,155088,1.586,0.561,0.591,3.068,27.511,134.465,0.523,1.49,26.869,1,339.284,267.614,338.376,1.301,1.222,1.079,1073.478,315.55,35655.438,7.814,27.227,4.305,106.089,122.709,166.395,74.062,2.061
2.481,1.287,0.376,1.551,10.764,654.646,60.815,200428,1.927,0.622,1.343,6.357,31.252,158.16,0.766,1.195,31.966,1,348.921,262.527,355.545,1.704,1.646,1.401,1330.734,803.43,42420.957,11.997,36.503,5.095,126.723,121.785,200.615,83.013,1.709
4.129,1.043,0.626,2.256,14.953,279.689,18.705,218988,3.958,0.909,1.05,11.134,34.189,122.446,0.923,0.953,24.664,2,381.35,223.09,396.877,3.598,2.566,2.073,1359.181,657.393,42065.078,12.406,39.381,7.752,129.162,123.77,201.773,97.271,2.62
7.65,1.179,0.269,1.827,17.578,411.035,23.383,184216,6.488,1.119,0.302,7.789,31.29,156.166,1.428,1.061,33.262,5,424.99,182.178,445.756,6.889,3.32,3.302,1097.064,195.458,36482.262,8.757,29.531,6.655,105.713,143.045,163.626,106.906,3.208
6.011,1.392,0.444,2.586,17.439,561.379,32.19,39714,4.318,0.89,0.724,8.936,30.153,185.729,1.07,1.262,29.053,2,389.318,219.219,401.185,4.81,2.078,2.214,771.19,257.599,32797.696,6.837,17.731,4.607,94.073,125.797,147.872,95.119,3.237
